item_id,restaurant_id,name,category,veg_flag,price,description,tags,historical_attach_rate
I03387,R0340,Brownie,dessert,veg,125,Chocolate brownie,dessert|veg|Italian,0.267
I03388,R0340,Ice Cream,dessert,veg,75,Vanilla ice cream,dessert|veg|Italian,0.373
I03389,R0340,Cold Coffee,beverage,veg,150,Iced coffee,beverage|veg|Italian,0.151
I03390,R0340,Soft Drink,beverage,veg,62,Refreshing beverage,beverage|veg|Italian,0.118
I03391,R0341,Fried Rice,main,veg,251,Stir-fried rice with vegetables,main|veg|Chinese|popular,0.0
I03392,R0341,Hakka Noodles,main,veg,237,Stir-fried noodles,main|veg|Chinese|popular,0.0
I03393,R0341,Momos,side,veg,168,Steamed dumplings,side|veg|Chinese,0.177
I03394,R0341,Chilli Potato,side,veg,154,Spicy potato fingers,side|veg|Chinese,0.272
I03395,R0341,Honey Noodles,dessert,veg,112,Crispy noodles with honey,dessert|veg|Chinese,0.308
I03396,R0341,Date Pancake,dessert,veg,140,Sweet pancake with dates,dessert|veg|Chinese,0.241
I03397,R0341,Green Tea,beverage,veg,56,Hot green tea,beverage|veg|Chinese,0.356
I03398,R0341,Soft Drink,beverage,veg,70,Refreshing beverage,beverage|veg|Chinese,0.103
I03399,R0342,Cold Coffee,main,veg,182,Iced coffee,main|veg|Beverages|popular,0.0
I03400,R0342,Mojito,main,veg,154,Refreshing mint drink,main|veg|Beverages|popular,0.0
I03401,R0342,Whipped Cream,side,veg,35,Extra whipped cream,side|veg|Beverages,0.258
I03402,R0342,Extra Shot,side,veg,42,Extra coffee shot,side|veg|Beverages,0.367
I03403,R0342,Muffin,dessert,veg,84,Fresh muffin,dessert|veg|Beverages,0.199
I03404,R0342,Cookie,dessert,veg,70,Fresh baked cookie,dessert|veg|Beverages,0.38
I03405,R0342,Soft Drink,beverage,veg,70,Refreshing beverage,beverage|veg|Beverages,0.188
I03406,R0342,Water Bottle,beverage,veg,28,Mineral water,beverage|veg|Beverages,0.183
I03407,R0343,Frankie,main,veg,150,Stuffed roll,main|veg|Italian|popular,0.0
I03408,R0343,Chicken Wrap,main,non-veg,225,Chicken stuffed wrap,main|non-veg|Italian|popular,0.0
I03409,R0343,Sandwich,main,veg,125,Grilled sandwich,main|veg|Italian|popular,0.0
I03410,R0343,Fries,side,veg,100,Crispy fries,side|veg|Italian,0.141
I03411,R0343,Onion Rings,side,veg,112,Crispy onion rings,side|veg|Italian,0.218
I03412,R0343,Ice Cream,dessert,veg,75,Vanilla ice cream,dessert|veg|Italian,0.355
I03413,R0343,Brownie,dessert,veg,125,Chocolate brownie,dessert|veg|Italian,0.338
I03414,R0343,Cold Coffee,beverage,veg,150,Iced coffee,beverage|veg|Italian,0.144
I03415,R0343,Soft Drink,beverage,veg,62,Refreshing beverage,beverage|veg|Italian,0.267
I03416,R0344,Pancake,main,veg,200,Fluffy pancakes,main|veg|Desserts|popular,0.0
I03417,R0344,Ice Cream Sundae,main,veg,187,Loaded ice cream sundae,main|veg|Desserts|popular,0.0
I03418,R0344,Waffle,main,veg,225,Belgian waffle with toppings,main|veg|Desserts|popular,0.0
I03419,R0344,Syrup Shot,side,veg,37,Extra syrup,side|veg|Desserts,0.25
I03420,R0344,Extra Toppings,side,veg,50,Additional toppings,side|veg|Desserts,0.146
I03421,R0344,Chocolate Cake,dessert,veg,150,Rich chocolate cake,dessert|veg|Desserts,0.101
I03422,R0344,Cheesecake,dessert,veg,225,Creamy cheesecake,dessert|veg|Desserts,0.165
I03423,R0344,Hot Chocolate,beverage,veg,125,Rich hot chocolate,beverage|veg|Desserts,0.135
I03424,R0344,Milkshake,beverage,veg,162,Thick milkshake,beverage|veg|Desserts,0.105
I03425,R0345,Samosa,main,veg,42,Crispy pastry with filling,main|veg|Street Food|popular,0.0
I03426,R0345,Chole Bhature,main,veg,182,Chickpea curry with fried bread,main|veg|Street Food|popular,0.0
I03427,R0345,Papad,side,veg,28,Crispy papad,side|veg|Street Food,0.392
I03428,R0345,Extra Pav,side,veg,21,Extra bread,side|veg|Street Food,0.212
I03429,R0345,Rabri,dessert,veg,112,Thickened sweet milk,dessert|veg|Street Food,0.268
I03430,R0345,Jalebi,dessert,veg,70,Sweet fried spirals,dessert|veg|Street Food,0.384
I03431,R0345,Masala Chai,beverage,veg,42,Spiced tea,beverage|veg|Street Food,0.3
I03432,R0345,Lassi,beverage,veg,84,Yogurt drink,beverage|veg|Street Food,0.13
I03433,R0346,Hakka Noodles,main,veg,212,Stir-fried noodles,main|veg|Chinese|popular,0.0
I03434,R0346,Chilli Chicken,main,non-veg,325,Spicy chicken preparation,main|non-veg|Chinese|popular,0.0
I03435,R0346,Manchurian,main,veg,250,Vegetable balls in gravy,main|veg|Chinese|popular,0.0
I03436,R0346,Chilli Potato,side,veg,137,Spicy potato fingers,side|veg|Chinese,0.195
I03437,R0346,Spring Roll,side,veg,112,Crispy vegetable rolls,side|veg|Chinese,0.178
I03438,R0346,Momos,side,veg,150,Steamed dumplings,side|veg|Chinese,0.294
I03439,R0346,Honey Noodles,dessert,veg,100,Crispy noodles with honey,dessert|veg|Chinese,0.201
I03440,R0346,Date Pancake,dessert,veg,125,Sweet pancake with dates,dessert|veg|Chinese,0.246
I03441,R0346,Green Tea,beverage,veg,50,Hot green tea,beverage|veg|Chinese,0.283
I03442,R0346,Soft Drink,beverage,veg,62,Refreshing beverage,beverage|veg|Chinese,0.364
I03443,R0347,Mutton Biryani,main,non-veg,489,Aromatic rice with succulent mutton,main|non-veg|Biryani|popular,0.0
I03444,R0347,Veg Biryani,main,veg,280,Flavorful rice with mixed vegetables,main|veg|Biryani|popular,0.0
I03445,R0347,Raita,side,veg,56,Cooling yogurt with cucumber and spices,side|veg|Biryani,0.163
I03446,R0347,Double Ka Meetha,side,veg,112,Sweet bread pudding,side|veg|Biryani,0.287
I03447,R0347,Khubani Ka Meetha,dessert,veg,125,Apricot dessert,dessert|veg|Biryani,0.28
I03448,R0347,Gulab Jamun,dessert,veg,84,Soft milk dumplings in sugar syrup,dessert|veg|Biryani,0.141
I03449,R0347,Lassi,beverage,veg,98,Thick yogurt drink,beverage|veg|Biryani,0.257
I03450,R0347,Soft Drink,beverage,veg,70,Refreshing carbonated beverage,beverage|veg|Biryani,0.261
I03451,R0348,Sandwich,main,veg,110,Grilled sandwich,main|veg|Italian|popular,0.0
I03452,R0348,Veg Wrap,main,veg,143,Vegetable stuffed wrap,main|veg|Italian|popular,0.0
I03453,R0348,Frankie,main,veg,132,Stuffed roll,main|veg|Italian|popular,0.0
I03454,R0348,Chicken Wrap,main,non-veg,198,Chicken stuffed wrap,main|non-veg|Italian|popular,0.0
I03455,R0348,Fries,side,veg,88,Crispy fries,side|veg|Italian,0.311
I03456,R0348,Onion Rings,side,veg,99,Crispy onion rings,side|veg|Italian,0.109
I03457,R0348,Ice Cream,dessert,veg,66,Vanilla ice cream,dessert|veg|Italian,0.286
I03458,R0348,Brownie,dessert,veg,110,Chocolate brownie,dessert|veg|Italian,0.281
I03459,R0348,Cold Coffee,beverage,veg,132,Iced coffee,beverage|veg|Italian,0.393
I03460,R0348,Soft Drink,beverage,veg,55,Refreshing beverage,beverage|veg|Italian,0.182
I03461,R0349,Egg Biryani,main,non-veg,242,Rice with boiled eggs and spices,main|non-veg|Biryani|popular,0.0
I03462,R0349,Chicken Biryani,main,non-veg,308,Fragrant basmati rice with tender chicken pieces,main|non-veg|Biryani|popular,0.0
I03463,R0349,Mutton Biryani,main,non-veg,385,Aromatic rice with succulent mutton,main|non-veg|Biryani|popular,0.0
I03464,R0349,Veg Biryani,main,veg,220,Flavorful rice with mixed vegetables,main|veg|Biryani|popular,0.0
I03465,R0349,Raita,side,veg,44,Cooling yogurt with cucumber and spices,side|veg|Biryani,0.273
I03466,R0349,Salan,side,veg,66,Spicy curry accompaniment,side|veg|Biryani,0.225
I03467,R0349,Double Ka Meetha,side,veg,88,Sweet bread pudding,side|veg|Biryani,0.26
I03468,R0349,Khubani Ka Meetha,dessert,veg,99,Apricot dessert,dessert|veg|Biryani,0.347
I03469,R0349,Gulab Jamun,dessert,veg,66,Soft milk dumplings in sugar syrup,dessert|veg|Biryani,0.217
I03470,R0349,Lassi,beverage,veg,77,Thick yogurt drink,beverage|veg|Biryani,0.384
I03471,R0349,Soft Drink,beverage,veg,55,Refreshing carbonated beverage,beverage|veg|Biryani,0.17
I03472,R0350,Frankie,main,veg,150,Stuffed roll,main|veg|Italian|popular,0.0
I03473,R0350,Veg Wrap,main,veg,162,Vegetable stuffed wrap,main|veg|Italian|popular,0.0
I03474,R0350,Sandwich,main,veg,125,Grilled sandwich,main|veg|Italian|popular,0.0
I03475,R0350,Fries,side,veg,100,Crispy fries,side|veg|Italian,0.106
I03476,R0350,Onion Rings,side,veg,112,Crispy onion rings,side|veg|Italian,0.241
I03477,R0350,Brownie,dessert,veg,125,Chocolate brownie,dessert|veg|Italian,0.377
I03478,R0350,Ice Cream,dessert,veg,75,Vanilla ice cream,dessert|veg|Italian,0.256
I03479,R0350,Soft Drink,beverage,veg,62,Refreshing beverage,beverage|veg|Italian,0.343
I03480,R0350,Cold Coffee,beverage,veg,150,Iced coffee,beverage|veg|Italian,0.312
I03481,R0351,Frankie,main,veg,132,Stuffed roll,main|veg|Fast Food|popular,0.0
I03482,R0351,Chicken Wrap,main,non-veg,198,Chicken stuffed wrap,main|non-veg|Fast Food|popular,0.0
I03483,R0351,Sandwich,main,veg,110,Grilled sandwich,main|veg|Fast Food|popular,0.0
I03484,R0351,Veg Wrap,main,veg,143,Vegetable stuffed wrap,main|veg|Fast Food|popular,0.0
I03485,R0351,Fries,side,veg,88,Crispy fries,side|veg|Fast Food,0.242
I03486,R0351,Onion Rings,side,veg,99,Crispy onion rings,side|veg|Fast Food,0.314
I03487,R0351,Ice Cream,dessert,veg,66,Vanilla ice cream,dessert|veg|Fast Food,0.369
I03488,R0351,Brownie,dessert,veg,110,Chocolate brownie,dessert|veg|Fast Food,0.251
I03489,R0351,Cold Coffee,beverage,veg,132,Iced coffee,beverage|veg|Fast Food,0.341
I03490,R0351,Soft Drink,beverage,veg,55,Refreshing beverage,beverage|veg|Fast Food,0.303
I03491,R0352,Frankie,main,veg,168,Stuffed roll,main|veg|Italian|popular,0.0
I03492,R0352,Sandwich,main,veg,140,Grilled sandwich,main|veg|Italian|popular,0.0
I03493,R0352,Fries,side,veg,112,Crispy fries,side|veg|Italian,0.196
I03494,R0352,Onion Rings,side,veg,125,Crispy onion rings,side|veg|Italian,0.239
I03495,R0352,Ice Cream,dessert,veg,84,Vanilla ice cream,dessert|veg|Italian,0.174
I03496,R0352,Brownie,dessert,veg,140,Chocolate brownie,dessert|veg|Italian,0.329
I03497,R0352,Soft Drink,beverage,veg,70,Refreshing beverage,beverage|veg|Italian,0.179
I03498,R0352,Cold Coffee,beverage,veg,168,Iced coffee,beverage|veg|Italian,0.358
I03499,R0353,Rogan Josh,main,non-veg,361,Kashmiri lamb curry,main|non-veg|North Indian|popular,0.0
I03500,R0353,Dal Makhani,main,veg,209,Creamy black lentils,main|veg|North Indian|popular,0.0
I03501,R0353,Paneer Tikka,main,veg,266,Grilled cottage cheese,main|veg|North Indian|popular,0.0
I03502,R0353,Butter Chicken,main,non-veg,304,Creamy tomato-based chicken curry,main|non-veg|North Indian|popular,0.0
I03503,R0353,Butter Naan,side,veg,47,Buttery flatbread,side|veg|North Indian,0.343
I03504,R0353,Tandoori Roti,side,veg,23,Whole wheat flatbread,side|veg|North Indian,0.308
I03505,R0353,Garlic Naan,side,veg,57,Garlic flavored naan,side|veg|North Indian,0.265
I03506,R0353,Jeera Rice,side,veg,114,Cumin flavored rice,side|veg|North Indian,0.12
I03507,R0353,Gulab Jamun,dessert,veg,57,Sweet milk dumplings,dessert|veg|North Indian,0.15
I03508,R0353,Rasmalai,dessert,veg,76,Soft cheese patties in milk,dessert|veg|North Indian,0.247
I03509,R0353,Buttermilk,beverage,veg,38,Spiced yogurt drink,beverage|veg|North Indian,0.177
I03510,R0353,Lassi,beverage,veg,66,Sweet yogurt drink,beverage|veg|North Indian,0.387
I03511,R0354,Butter Chicken,main,non-veg,352,Creamy tomato-based chicken curry,main|non-veg|North Indian|popular,0.0
I03512,R0354,Dal Makhani,main,veg,242,Creamy black lentils,main|veg|North Indian|popular,0.0
I03513,R0354,Paneer Tikka,main,veg,308,Grilled cottage cheese,main|veg|North Indian|popular,0.0
I03514,R0354,Rogan Josh,main,non-veg,418,Kashmiri lamb curry,main|non-veg|North Indian|popular,0.0
I03515,R0354,Jeera Rice,side,veg,132,Cumin flavored rice,side|veg|North Indian,0.363
I03516,R0354,Butter Naan,side,veg,55,Buttery flatbread,side|veg|North Indian,0.158
I03517,R0354,Garlic Naan,side,veg,66,Garlic flavored naan,side|veg|North Indian,0.314
I03518,R0354,Tandoori Roti,side,veg,27,Whole wheat flatbread,side|veg|North Indian,0.119
I03519,R0354,Rasmalai,dessert,veg,88,Soft cheese patties in milk,dessert|veg|North Indian,0.237
I03520,R0354,Gulab Jamun,dessert,veg,66,Sweet milk dumplings,dessert|veg|North Indian,0.225
I03521,R0354,Lassi,beverage,veg,77,Sweet yogurt drink,beverage|veg|North Indian,0.211
I03522,R0354,Buttermilk,beverage,veg,44,Spiced yogurt drink,beverage|veg|North Indian,0.221
I03523,R0355,Rogan Josh,main,non-veg,475,Kashmiri lamb curry,main|non-veg|North Indian|popular,0.0
I03524,R0355,Butter Chicken,main,non-veg,400,Creamy tomato-based chicken curry,main|non-veg|North Indian|popular,0.0
I03525,R0355,Paneer Tikka,main,veg,350,Grilled cottage cheese,main|veg|North Indian|popular,0.0
I03526,R0355,Butter Naan,side,veg,62,Buttery flatbread,side|veg|North Indian,0.177
I03527,R0355,Garlic Naan,side,veg,75,Garlic flavored naan,side|veg|North Indian,0.313
I03528,R0355,Jeera Rice,side,veg,150,Cumin flavored rice,side|veg|North Indian,0.354
I03529,R0355,Rasmalai,dessert,veg,100,Soft cheese patties in milk,dessert|veg|North Indian,0.101
I03530,R0355,Gulab Jamun,dessert,veg,75,Sweet milk dumplings,dessert|veg|North Indian,0.118
I03531,R0355,Buttermilk,beverage,veg,50,Spiced yogurt drink,beverage|veg|North Indian,0.335
I03532,R0355,Lassi,beverage,veg,87,Sweet yogurt drink,beverage|veg|North Indian,0.211
I03533,R0356,Butter Chicken,main,non-veg,352,Creamy tomato-based chicken curry,main|non-veg|North Indian|popular,0.0
I03534,R0356,Rogan Josh,main,non-veg,418,Kashmiri lamb curry,main|non-veg|North Indian|popular,0.0
I03535,R0356,Dal Makhani,main,veg,242,Creamy black lentils,main|veg|North Indian|popular,0.0
I03536,R0356,Paneer Tikka,main,veg,308,Grilled cottage cheese,main|veg|North Indian|popular,0.0
I03537,R0356,Butter Naan,side,veg,55,Buttery flatbread,side|veg|North Indian,0.391
I03538,R0356,Jeera Rice,side,veg,132,Cumin flavored rice,side|veg|North Indian,0.112
I03539,R0356,Garlic Naan,side,veg,66,Garlic flavored naan,side|veg|North Indian,0.331
I03540,R0356,Tandoori Roti,side,veg,27,Whole wheat flatbread,side|veg|North Indian,0.282
I03541,R0356,Gulab Jamun,dessert,veg,66,Sweet milk dumplings,dessert|veg|North Indian,0.257
I03542,R0356,Rasmalai,dessert,veg,88,Soft cheese patties in milk,dessert|veg|North Indian,0.148
I03543,R0356,Buttermilk,beverage,veg,44,Spiced yogurt drink,beverage|veg|North Indian,0.146
I03544,R0356,Lassi,beverage,veg,77,Sweet yogurt drink,beverage|veg|North Indian,0.377
I03545,R0357,Sandwich,main,veg,110,Grilled sandwich,main|veg|Italian|popular,0.0
I03546,R0357,Chicken Wrap,main,non-veg,198,Chicken stuffed wrap,main|non-veg|Italian|popular,0.0
I03547,R0357,Frankie,main,veg,132,Stuffed roll,main|veg|Italian|popular,0.0
I03548,R0357,Veg Wrap,main,veg,143,Vegetable stuffed wrap,main|veg|Italian|popular,0.0
I03549,R0357,Onion Rings,side,veg,99,Crispy onion rings,side|veg|Italian,0.339
I03550,R0357,Fries,side,veg,88,Crispy fries,side|veg|Italian,0.293
I03551,R0357,Brownie,dessert,veg,110,Chocolate brownie,dessert|veg|Italian,0.344
I03552,R0357,Ice Cream,dessert,veg,66,Vanilla ice cream,dessert|veg|Italian,0.222
I03553,R0357,Cold Coffee,beverage,veg,132,Iced coffee,beverage|veg|Italian,0.234
I03554,R0357,Soft Drink,beverage,veg,55,Refreshing beverage,beverage|veg|Italian,0.382
I03555,R0358,Veg Steak,main,veg,308,Grilled vegetable steak,main|veg|Continental|popular,0.0
I03556,R0358,Fish and Chips,main,non-veg,385,Classic fish and chips,main|non-veg|Continental|popular,0.0
I03557,R0358,Grilled Chicken,main,non-veg,352,Herb grilled chicken,main|non-veg|Continental|popular,0.0
I03558,R0358,Pasta Arrabbiata,main,veg,264,Spicy tomato pasta,main|veg|Continental|popular,0.0
I03559,R0358,Mashed Potatoes,side,veg,110,Creamy mashed potatoes,side|veg|Continental,0.156
I03560,R0358,Caesar Salad,side,veg,154,Classic Caesar salad,side|veg|Continental,0.276
I03561,R0358,Garlic Bread,side,veg,99,Garlic bread,side|veg|Continental,0.309
I03562,R0358,Panna Cotta,dessert,veg,176,Italian custard,dessert|veg|Continental,0.339
I03563,R0358,Tiramisu,dessert,veg,198,Classic Italian dessert,dessert|veg|Continental,0.308
I03564,R0358,Lemonade,beverage,veg,77,Fresh lemonade,beverage|veg|Continental,0.136
I03565,R0358,Iced Tea,beverage,veg,88,Refreshing iced tea,beverage|veg|Continental,0.197
I03566,R0359,Pancake,main,veg,224,Fluffy pancakes,main|veg|Desserts|popular,0.0
I03567,R0359,Waffle,main,veg,251,Belgian waffle with toppings,main|veg|Desserts|popular,0.0
I03568,R0359,Extra Toppings,side,veg,56,Additional toppings,side|veg|Desserts,0.243
I03569,R0359,Syrup Shot,side,veg,42,Extra syrup,side|veg|Desserts,0.379
I03570,R0359,Chocolate Cake,dessert,veg,168,Rich chocolate cake,dessert|veg|Desserts,0.118
I03571,R0359,Cheesecake,dessert,veg,251,Creamy cheesecake,dessert|veg|Desserts,0.377
I03572,R0359,Milkshake,beverage,veg,182,Thick milkshake,beverage|veg|Desserts,0.386
I03573,R0359,Hot Chocolate,beverage,veg,140,Rich hot chocolate,beverage|veg|Desserts,0.118
I03574,R0360,Vada,main,veg,66,Crispy fried lentil donuts,main|veg|South Indian|popular,0.0
I03575,R0360,Masala Dosa,main,veg,114,Crispy crepe with potato filling,main|veg|South Indian|popular,0.0
I03576,R0360,Chicken Chettinad,main,non-veg,266,Spicy Chettinad chicken,main|non-veg|South Indian|popular,0.0
I03577,R0360,Idli Sambar,main,veg,76,Steamed rice cakes with lentil curry,main|veg|South Indian|popular,0.0
I03578,R0360,Tomato Chutney,side,veg,28,Tangy tomato chutney,side|veg|South Indian,0.239
I03579,R0360,Sambar,side,veg,38,Lentil and vegetable curry,side|veg|South Indian,0.144
I03580,R0360,Coconut Chutney,side,veg,28,Fresh coconut chutney,side|veg|South Indian,0.333
I03581,R0360,Payasam,dessert,veg,57,Sweet milk pudding,dessert|veg|South Indian,0.133
I03582,R0360,Kesari,dessert,veg,47,Semolina sweet,dessert|veg|South Indian,0.147
I03583,R0360,Buttermilk,beverage,veg,33,Spiced yogurt drink,beverage|veg|South Indian,0.131
I03584,R0360,Filter Coffee,beverage,veg,38,South Indian filter coffee,beverage|veg|South Indian,0.229
I03585,R0361,Chole Bhature,main,veg,143,Chickpea curry with fried bread,main|veg|Street Food|popular,0.0
I03586,R0361,Pani Puri,main,veg,66,Crispy puris with flavored water,main|veg|Street Food|popular,0.0
I03587,R0361,Pav Bhaji,main,veg,132,Mashed vegetable curry with bread,main|veg|Street Food|popular,0.0
I03588,R0361,Samosa,main,veg,33,Crispy pastry with filling,main|veg|Street Food|popular,0.0
I03589,R0361,Extra Pav,side,veg,16,Extra bread,side|veg|Street Food,0.147
I03590,R0361,Papad,side,veg,22,Crispy papad,side|veg|Street Food,0.316
I03591,R0361,Jalebi,dessert,veg,55,Sweet fried spirals,dessert|veg|Street Food,0.163
I03592,R0361,Rabri,dessert,veg,88,Thickened sweet milk,dessert|veg|Street Food,0.264
I03593,R0361,Masala Chai,beverage,veg,33,Spiced tea,beverage|veg|Street Food,0.373
I03594,R0361,Lassi,beverage,veg,66,Yogurt drink,beverage|veg|Street Food,0.222
I03595,R0362,Chicken Chettinad,main,non-veg,350,Spicy Chettinad chicken,main|non-veg|South Indian|popular,0.0
I03596,R0362,Masala Dosa,main,veg,150,Crispy crepe with potato filling,main|veg|South Indian|popular,0.0
I03597,R0362,Vada,main,veg,87,Crispy fried lentil donuts,main|veg|South Indian|popular,0.0
I03598,R0362,Tomato Chutney,side,veg,37,Tangy tomato chutney,side|veg|South Indian,0.321
I03599,R0362,Coconut Chutney,side,veg,37,Fresh coconut chutney,side|veg|South Indian,0.194
I03600,R0362,Sambar,side,veg,50,Lentil and vegetable curry,side|veg|South Indian,0.385
I03601,R0362,Kesari,dessert,veg,62,Semolina sweet,dessert|veg|South Indian,0.272
I03602,R0362,Payasam,dessert,veg,75,Sweet milk pudding,dessert|veg|South Indian,0.196
I03603,R0362,Buttermilk,beverage,veg,43,Spiced yogurt drink,beverage|veg|South Indian,0.182
I03604,R0362,Filter Coffee,beverage,veg,50,South Indian filter coffee,beverage|veg|South Indian,0.245
I03605,R0363,Vada,main,veg,77,Crispy fried lentil donuts,main|veg|South Indian|popular,0.0
I03606,R0363,Idli Sambar,main,veg,88,Steamed rice cakes with lentil curry,main|veg|South Indian|popular,0.0
I03607,R0363,Masala Dosa,main,veg,132,Crispy crepe with potato filling,main|veg|South Indian|popular,0.0
I03608,R0363,Chicken Chettinad,main,non-veg,308,Spicy Chettinad chicken,main|non-veg|South Indian|popular,0.0
I03609,R0363,Tomato Chutney,side,veg,33,Tangy tomato chutney,side|veg|South Indian,0.394
I03610,R0363,Sambar,side,veg,44,Lentil and vegetable curry,side|veg|South Indian,0.113
I03611,R0363,Coconut Chutney,side,veg,33,Fresh coconut chutney,side|veg|South Indian,0.161
I03612,R0363,Payasam,dessert,veg,66,Sweet milk pudding,dessert|veg|South Indian,0.308
I03613,R0363,Kesari,dessert,veg,55,Semolina sweet,dessert|veg|South Indian,0.132
I03614,R0363,Buttermilk,beverage,veg,38,Spiced yogurt drink,beverage|veg|South Indian,0.299
I03615,R0363,Filter Coffee,beverage,veg,44,South Indian filter coffee,beverage|veg|South Indian,0.155
I03616,R0364,Veg Wrap,main,veg,162,Vegetable stuffed wrap,main|veg|Italian|popular,0.0
I03617,R0364,Frankie,main,veg,150,Stuffed roll,main|veg|Italian|popular,0.0
I03618,R0364,Chicken Wrap,main,non-veg,225,Chicken stuffed wrap,main|non-veg|Italian|popular,0.0
I03619,R0364,Fries,side,veg,100,Crispy fries,side|veg|Italian,0.168
I03620,R0364,Onion Rings,side,veg,112,Crispy onion rings,side|veg|Italian,0.36
I03621,R0364,Ice Cream,dessert,veg,75,Vanilla ice cream,dessert|veg|Italian,0.345
I03622,R0364,Brownie,dessert,veg,125,Chocolate brownie,dessert|veg|Italian,0.314
I03623,R0364,Cold Coffee,beverage,veg,150,Iced coffee,beverage|veg|Italian,0.231
I03624,R0364,Soft Drink,beverage,veg,62,Refreshing beverage,beverage|veg|Italian,0.391
I03625,R0365,Vada,main,veg,77,Crispy fried lentil donuts,main|veg|South Indian|popular,0.0
I03626,R0365,Chicken Chettinad,main,non-veg,308,Spicy Chettinad chicken,main|non-veg|South Indian|popular,0.0
I03627,R0365,Masala Dosa,main,veg,132,Crispy crepe with potato filling,main|veg|South Indian|popular,0.0
I03628,R0365,Idli Sambar,main,veg,88,Steamed rice cakes with lentil curry,main|veg|South Indian|popular,0.0
I03629,R0365,Coconut Chutney,side,veg,33,Fresh coconut chutney,side|veg|South Indian,0.147
I03630,R0365,Sambar,side,veg,44,Lentil and vegetable curry,side|veg|South Indian,0.391
I03631,R0365,Tomato Chutney,side,veg,33,Tangy tomato chutney,side|veg|South Indian,0.134
I03632,R0365,Kesari,dessert,veg,55,Semolina sweet,dessert|veg|South Indian,0.166
I03633,R0365,Payasam,dessert,veg,66,Sweet milk pudding,dessert|veg|South Indian,0.167
I03634,R0365,Filter Coffee,beverage,veg,44,South Indian filter coffee,beverage|veg|South Indian,0.374
I03635,R0365,Buttermilk,beverage,veg,38,Spiced yogurt drink,beverage|veg|South Indian,0.24
I03636,R0366,Chicken Biryani,main,non-veg,308,Fragrant basmati rice with tender chicken pieces,main|non-veg|Biryani|popular,0.0
I03637,R0366,Mutton Biryani,main,non-veg,385,Aromatic rice with succulent mutton,main|non-veg|Biryani|popular,0.0
I03638,R0366,Egg Biryani,main,non-veg,242,Rice with boiled eggs and spices,main|non-veg|Biryani|popular,0.0
I03639,R0366,Veg Biryani,main,veg,220,Flavorful rice with mixed vegetables,main|veg|Biryani|popular,0.0
I03640,R0366,Double Ka Meetha,side,veg,88,Sweet bread pudding,side|veg|Biryani,0.236
I03641,R0366,Raita,side,veg,44,Cooling yogurt with cucumber and spices,side|veg|Biryani,0.156
I03642,R0366,Salan,side,veg,66,Spicy curry accompaniment,side|veg|Biryani,0.167
I03643,R0366,Khubani Ka Meetha,dessert,veg,99,Apricot dessert,dessert|veg|Biryani,0.189
I03644,R0366,Gulab Jamun,dessert,veg,66,Soft milk dumplings in sugar syrup,dessert|veg|Biryani,0.2
I03645,R0366,Lassi,beverage,veg,77,Thick yogurt drink,beverage|veg|Biryani,0.223
I03646,R0366,Soft Drink,beverage,veg,55,Refreshing carbonated beverage,beverage|veg|Biryani,0.195
I03647,R0367,Butter Chicken,main,non-veg,304,Creamy tomato-based chicken curry,main|non-veg|North Indian|popular,0.0
I03648,R0367,Paneer Tikka,main,veg,266,Grilled cottage cheese,main|veg|North Indian|popular,0.0
I03649,R0367,Rogan Josh,main,non-veg,361,Kashmiri lamb curry,main|non-veg|North Indian|popular,0.0
I03650,R0367,Dal Makhani,main,veg,209,Creamy black lentils,main|veg|North Indian|popular,0.0
I03651,R0367,Jeera Rice,side,veg,114,Cumin flavored rice,side|veg|North Indian,0.389
I03652,R0367,Garlic Naan,side,veg,57,Garlic flavored naan,side|veg|North Indian,0.147
I03653,R0367,Butter Naan,side,veg,47,Buttery flatbread,side|veg|North Indian,0.384
I03654,R0367,Tandoori Roti,side,veg,23,Whole wheat flatbread,side|veg|North Indian,0.111
I03655,R0367,Rasmalai,dessert,veg,76,Soft cheese patties in milk,dessert|veg|North Indian,0.367
I03656,R0367,Gulab Jamun,dessert,veg,57,Sweet milk dumplings,dessert|veg|North Indian,0.18
I03657,R0367,Lassi,beverage,veg,66,Sweet yogurt drink,beverage|veg|North Indian,0.332
I03658,R0367,Buttermilk,beverage,veg,38,Spiced yogurt drink,beverage|veg|North Indian,0.203
I03659,R0368,Veg Steak,main,veg,308,Grilled vegetable steak,main|veg|Continental|popular,0.0
I03660,R0368,Fish and Chips,main,non-veg,385,Classic fish and chips,main|non-veg|Continental|popular,0.0
I03661,R0368,Grilled Chicken,main,non-veg,352,Herb grilled chicken,main|non-veg|Continental|popular,0.0
I03662,R0368,Pasta Arrabbiata,main,veg,264,Spicy tomato pasta,main|veg|Continental|popular,0.0
I03663,R0368,Caesar Salad,side,veg,154,Classic Caesar salad,side|veg|Continental,0.362
I03664,R0368,Garlic Bread,side,veg,99,Garlic bread,side|veg|Continental,0.174
I03665,R0368,Mashed Potatoes,side,veg,110,Creamy mashed potatoes,side|veg|Continental,0.229
I03666,R0368,Tiramisu,dessert,veg,198,Classic Italian dessert,dessert|veg|Continental,0.294
I03667,R0368,Panna Cotta,dessert,veg,176,Italian custard,dessert|veg|Continental,0.2
I03668,R0368,Lemonade,beverage,veg,77,Fresh lemonade,beverage|veg|Continental,0.21
