cart_event_id,session_id,item_id,action,cart_state,cart_value,cart_size,label,candidate_category,candidate_price
CE0056073,S006040,I04150,csao_reject,I04149|I04148|I04152|I04156,912,4,0,side,175.0
CE0056074,S006041,I06933,add,I06933,187,1,-1,,
CE0056075,S006041,I06940,csao_reject,I06933,187,1,0,beverage,62.0
CE0056076,S006041,I06938,csao_reject,I06933,187,1,0,dessert,62.0
CE0056077,S006041,I06939,csao_reject,I06933,187,1,0,dessert,75.0
CE0056078,S006041,I06941,csao_accept,I06933,187,1,1,beverage,25.0
CE0056079,S006041,I06941,add,I06933|I06941,212,2,-1,,
CE0056080,S006042,I01299,add,I01299,210,1,-1,,
CE0056081,S006042,I01302,csao_accept,I01299,210,1,1,side,42.0
CE0056082,S006042,I01302,add,I01299|I01302,252,2,-1,,
CE0056083,S006042,I01305,csao_reject,I01299|I01302,252,2,0,beverage,140.0
CE0056084,S006042,I01306,csao_reject,I01299|I01302,252,2,0,beverage,182.0
CE0056085,S006042,I01304,csao_accept,I01299|I01302,252,2,1,dessert,168.0
CE0056086,S006042,I01304,add,I01299|I01302|I01304,420,3,-1,,
CE0056087,S006043,I00864,add,I00864,162,1,-1,,
CE0056088,S006043,I00862,add,I00864|I00862,312,2,-1,,
CE0056089,S006043,I00869,csao_accept,I00864|I00862,312,2,1,beverage,62.0
CE0056090,S006043,I00869,add,I00864|I00862|I00869,374,3,-1,,
CE0056091,S006043,I00866,csao_reject,I00864|I00862|I00869,374,3,0,side,112.0
CE0056092,S006043,I00865,csao_reject,I00864|I00862|I00869,374,3,0,side,100.0
CE0056093,S006043,I00868,csao_accept,I00864|I00862|I00869,374,3,1,dessert,125.0
CE0056094,S006043,I00868,add,I00864|I00862|I00869|I00868,499,4,-1,,
CE0056095,S006044,I07779,add,I07779,132,1,-1,,
CE0056096,S006044,I07786,csao_reject,I07779,132,1,0,beverage,55.0
CE0056097,S006044,I07782,csao_reject,I07779,132,1,0,side,88.0
CE0056098,S006044,I07784,csao_reject,I07779,132,1,0,dessert,66.0
CE0056099,S006044,I07783,csao_reject,I07779,132,1,0,dessert,110.0
CE0056100,S006044,I07785,csao_reject,I07779,132,1,0,beverage,132.0
CE0056101,S006044,I07781,csao_reject,I07779,132,1,0,side,99.0
CE0056102,S006045,I06618,add,I06618,110,1,-1,,
CE0056103,S006045,I06621,csao_reject,I06618,110,1,0,dessert,110.0
CE0056104,S006045,I06623,csao_reject,I06618,110,1,0,beverage,132.0
CE0056105,S006045,I06619,csao_accept,I06618,110,1,1,side,99.0
CE0056106,S006045,I06619,add,I06618|I06619,209,2,-1,,
CE0056107,S006045,I06620,csao_reject,I06618|I06619,209,2,0,side,88.0
CE0056108,S006045,I06622,csao_reject,I06618|I06619,209,2,0,dessert,66.0
CE0056109,S006045,I06624,csao_reject,I06618|I06619,209,2,0,beverage,55.0
CE0056110,S006046,I07134,add,I07134,266,1,-1,,
CE0056111,S006046,I07140,csao_reject,I07134,266,1,0,beverage,76.0
CE0056112,S006046,I07139,csao_accept,I07134,266,1,1,dessert,171.0
CE0056113,S006046,I07139,add,I07134|I07139,437,2,-1,,
CE0056114,S006046,I07136,csao_accept,I07134|I07139,437,2,1,side,95.0
CE0056115,S006046,I07136,add,I07134|I07139|I07136,532,3,-1,,
CE0056116,S006046,I07138,csao_accept,I07134|I07139|I07136,532,3,1,dessert,152.0
CE0056117,S006046,I07138,add,I07134|I07139|I07136|I07138,684,4,-1,,
CE0056118,S006046,I07141,csao_accept,I07134|I07139|I07136|I07138,684,4,1,beverage,66.0
CE0056119,S006046,I07141,add,I07134|I07139|I07136|I07138|I07141,750,5,-1,,
CE0056120,S006046,I07135,csao_accept,I07134|I07139|I07136|I07138|I07141,750,5,1,side,133.0
CE0056121,S006046,I07135,add,I07134|I07139|I07136|I07138|I07141|I07135,883,6,-1,,
CE0056122,S006046,I07137,csao_accept,I07134|I07139|I07136|I07138|I07141|I07135,883,6,1,side,85.0
CE0056123,S006046,I07137,add,I07134|I07139|I07136|I07138|I07141|I07135|I07137,968,7,-1,,
CE0056124,S006047,I05281,add,I05281,88,1,-1,,
CE0056125,S006047,I05282,add,I05281|I05282,220,2,-1,,
CE0056126,S006047,I05291,csao_reject,I05281|I05282,220,2,0,beverage,44.0
CE0056127,S006047,I05289,csao_accept,I05281|I05282,220,2,1,dessert,66.0
CE0056128,S006047,I05289,add,I05281|I05282|I05289,286,3,-1,,
CE0056129,S006047,I05287,csao_reject,I05281|I05282|I05289,286,3,0,side,33.0
CE0056130,S006047,I05285,csao_accept,I05281|I05282|I05289,286,3,1,side,33.0
CE0056131,S006047,I05285,add,I05281|I05282|I05289|I05285,319,4,-1,,
CE0056132,S006047,I05290,csao_accept,I05281|I05282|I05289|I05285,319,4,1,beverage,38.0
CE0056133,S006047,I05290,add,I05281|I05282|I05289|I05285|I05290,357,5,-1,,
CE0056134,S006047,I05288,csao_reject,I05281|I05282|I05289|I05285|I05290,357,5,0,dessert,55.0
CE0056135,S006047,I05286,csao_accept,I05281|I05282|I05289|I05285|I05290,357,5,1,side,44.0
CE0056136,S006047,I05286,add,I05281|I05282|I05289|I05285|I05290|I05286,401,6,-1,,
CE0056137,S006048,I01554,add,I01554,182,1,-1,,
CE0056138,S006048,I01559,csao_reject,I01554,182,1,0,dessert,112.0
CE0056139,S006048,I01560,csao_accept,I01554,182,1,1,beverage,84.0
CE0056140,S006048,I01560,add,I01554|I01560,266,2,-1,,
CE0056141,S006048,I01556,csao_reject,I01554|I01560,266,2,0,side,21.0
CE0056142,S006048,I01561,csao_accept,I01554|I01560,266,2,1,beverage,42.0
CE0056143,S006048,I01561,add,I01554|I01560|I01561,308,3,-1,,
CE0056144,S006048,I01558,csao_accept,I01554|I01560|I01561,308,3,1,dessert,70.0
CE0056145,S006048,I01558,add,I01554|I01560|I01561|I01558,378,4,-1,,
CE0056146,S006049,I00187,add,I00187,143,1,-1,,
CE0056147,S006049,I00195,csao_reject,I00187,143,1,0,beverage,132.0
CE0056148,S006049,I00191,csao_accept,I00187,143,1,1,side,88.0
CE0056149,S006049,I00191,add,I00187|I00191,231,2,-1,,
CE0056150,S006049,I00192,csao_reject,I00187|I00191,231,2,0,side,99.0
CE0056151,S006049,I00194,csao_reject,I00187|I00191,231,2,0,dessert,110.0
CE0056152,S006050,I04529,add,I04529,171,1,-1,,
CE0056153,S006050,I04532,csao_reject,I04529,171,1,0,dessert,57.0
CE0056154,S006050,I04535,csao_reject,I04529,171,1,0,beverage,47.0
CE0056155,S006050,I04533,csao_accept,I04529,171,1,1,dessert,95.0
CE0056156,S006050,I04533,add,I04529|I04533,266,2,-1,,
CE0056157,S006050,I04530,csao_reject,I04529|I04533,266,2,0,side,76.0
CE0056158,S006050,I04534,csao_reject,I04529|I04533,266,2,0,beverage,114.0
CE0056159,S006050,I04531,csao_accept,I04529|I04533,266,2,1,side,85.0
CE0056160,S006050,I04531,add,I04529|I04533|I04531,351,3,-1,,
CE0056161,S006051,I07445,add,I07445,220,1,-1,,
CE0056162,S006051,I07450,csao_reject,I07445,220,1,0,side,88.0
CE0056163,S006051,I07454,csao_reject,I07445,220,1,0,beverage,77.0
CE0056164,S006051,I07452,csao_accept,I07445,220,1,1,dessert,99.0
CE0056165,S006051,I07452,add,I07445|I07452,319,2,-1,,
CE0056166,S006051,I07451,csao_accept,I07445|I07452,319,2,1,dessert,66.0
CE0056167,S006051,I07451,add,I07445|I07452|I07451,385,3,-1,,
CE0056168,S006051,I07453,csao_reject,I07445|I07452|I07451,385,3,0,beverage,55.0
CE0056169,S006051,I07449,csao_reject,I07445|I07452|I07451,385,3,0,side,44.0
CE0056170,S006052,I05530,add,I05530,143,1,-1,,
CE0056171,S006052,I05527,add,I05530|I05527,341,2,-1,,
CE0056172,S006052,I05533,csao_reject,I05530|I05527,341,2,0,dessert,110.0
CE0056173,S006052,I05534,csao_reject,I05530|I05527,341,2,0,dessert,66.0
CE0056174,S006052,I05531,csao_reject,I05530|I05527,341,2,0,side,88.0
CE0056175,S006052,I05535,csao_reject,I05530|I05527,341,2,0,beverage,55.0
CE0056176,S006052,I05532,csao_reject,I05530|I05527,341,2,0,side,99.0
CE0056177,S006052,I05536,csao_accept,I05530|I05527,341,2,1,beverage,132.0
CE0056178,S006052,I05536,add,I05530|I05527|I05536,473,3,-1,,
CE0056179,S006053,I04303,add,I04303,352,1,-1,,
CE0056180,S006053,I04309,csao_reject,I04303,352,1,0,beverage,88.0
CE0056181,S006053,I04310,csao_reject,I04303,352,1,0,beverage,77.0
CE0056182,S006053,I04308,csao_accept,I04303,352,1,1,dessert,198.0
CE0056183,S006053,I04308,add,I04303|I04308,550,2,-1,,
CE0056184,S006053,I04307,csao_reject,I04303|I04308,550,2,0,dessert,176.0
CE0056185,S006053,I04305,csao_accept,I04303|I04308,550,2,1,side,154.0
CE0056186,S006053,I04305,add,I04303|I04308|I04305,704,3,-1,,
CE0056187,S006053,I04304,csao_accept,I04303|I04308|I04305,704,3,1,side,110.0
CE0056188,S006053,I04304,add,I04303|I04308|I04305|I04304,814,4,-1,,
CE0056189,S006053,I04306,csao_reject,I04303|I04308|I04305|I04304,814,4,0,side,99.0
CE0056190,S006054,I05164,add,I05164,154,1,-1,,
CE0056191,S006054,I05165,add,I05164|I05165,364,2,-1,,
CE0056192,S006054,I05170,csao_accept,I05164|I05165,364,2,1,beverage,28.0
CE0056193,S006054,I05170,add,I05164|I05165|I05170,392,3,-1,,
CE0056194,S006054,I05168,csao_accept,I05164|I05165|I05170,392,3,1,dessert,70.0
CE0056195,S006054,I05168,add,I05164|I05165|I05170|I05168,462,4,-1,,
CE0056196,S006054,I05167,csao_reject,I05164|I05165|I05170|I05168,462,4,0,side,42.0
CE0056197,S006054,I05171,csao_reject,I05164|I05165|I05170|I05168,462,4,0,beverage,70.0
CE0056198,S006054,I05169,csao_accept,I05164|I05165|I05170|I05168,462,4,1,dessert,84.0
CE0056199,S006054,I05169,add,I05164|I05165|I05170|I05168|I05169,546,5,-1,,
CE0056200,S006054,I05166,csao_reject,I05164|I05165|I05170|I05168|I05169,546,5,0,side,35.0
CE0056201,S006055,I01039,add,I01039,123,1,-1,,
CE0056202,S006055,I01038,add,I01039|I01038,237,2,-1,,
CE0056203,S006055,I01041,csao_reject,I01039|I01038,237,2,0,side,85.0
CE0056204,S006055,I01044,csao_accept,I01039|I01038,237,2,1,beverage,114.0
CE0056205,S006055,I01044,add,I01039|I01038|I01044,351,3,-1,,
CE0056206,S006055,I01043,csao_reject,I01039|I01038|I01044,351,3,0,dessert,95.0
CE0056207,S006055,I01045,csao_accept,I01039|I01038|I01044,351,3,1,beverage,47.0
CE0056208,S006055,I01045,add,I01039|I01038|I01044|I01045,398,4,-1,,
CE0056209,S006055,I01040,csao_reject,I01039|I01038|I01044|I01045,398,4,0,side,76.0
CE0056210,S006055,I01042,csao_accept,I01039|I01038|I01044|I01045,398,4,1,dessert,57.0
CE0056211,S006055,I01042,add,I01039|I01038|I01044|I01045|I01042,455,5,-1,,
CE0056212,S006056,I00072,add,I00072,198,1,-1,,
CE0056213,S006056,I00079,csao_reject,I00072,198,1,0,dessert,88.0
CE0056214,S006056,I00077,csao_reject,I00072,198,1,0,side,132.0
CE0056215,S006056,I00075,csao_reject,I00072,198,1,0,side,99.0
CE0056216,S006056,I00080,csao_reject,I00072,198,1,0,beverage,55.0
CE0056217,S006056,I00081,csao_reject,I00072,198,1,0,beverage,44.0
CE0056218,S006057,I04175,add,I04175,251,1,-1,,
CE0056219,S006057,I04179,csao_reject,I04175,251,1,0,dessert,140.0
CE0056220,S006057,I04180,csao_reject,I04175,251,1,0,beverage,70.0
CE0056221,S006057,I04181,csao_reject,I04175,251,1,0,beverage,168.0
CE0056222,S006057,I04178,csao_accept,I04175,251,1,1,dessert,84.0
CE0056223,S006057,I04178,add,I04175|I04178,335,2,-1,,
CE0056224,S006057,I04176,csao_accept,I04175|I04178,335,2,1,side,125.0
CE0056225,S006057,I04176,add,I04175|I04178|I04176,460,3,-1,,
CE0056226,S006058,I07675,add,I07675,242,1,-1,,
CE0056227,S006058,I07676,add,I07675|I07676,660,2,-1,,
CE0056228,S006058,I07685,csao_accept,I07675|I07676,660,2,1,beverage,77.0
CE0056229,S006058,I07685,add,I07675|I07676|I07685,737,3,-1,,
CE0056230,S006058,I07682,csao_reject,I07675|I07676|I07685,737,3,0,side,66.0
CE0056231,S006058,I07684,csao_reject,I07675|I07676|I07685,737,3,0,dessert,66.0
CE0056232,S006058,I07680,csao_reject,I07675|I07676|I07685,737,3,0,side,27.0
CE0056233,S006058,I07683,csao_accept,I07675|I07676|I07685,737,3,1,dessert,88.0
CE0056234,S006058,I07683,add,I07675|I07676|I07685|I07683,825,4,-1,,
CE0056235,S006058,I07679,csao_accept,I07675|I07676|I07685|I07683,825,4,1,side,55.0
CE0056236,S006058,I07679,add,I07675|I07676|I07685|I07683|I07679,880,5,-1,,
CE0056237,S006058,I07686,csao_accept,I07675|I07676|I07685|I07683|I07679,880,5,1,beverage,44.0
CE0056238,S006058,I07686,add,I07675|I07676|I07685|I07683|I07679|I07686,924,6,-1,,
CE0056239,S006058,I07681,csao_reject,I07675|I07676|I07685|I07683|I07679|I07686,924,6,0,side,132.0
CE0056240,S006059,I04717,add,I04717,392,1,-1,,
CE0056241,S006059,I04723,csao_accept,I04717,392,1,1,beverage,56.0
CE0056242,S006059,I04723,add,I04717|I04723,448,2,-1,,
CE0056243,S006059,I04718,csao_reject,I04717|I04723,448,2,0,side,42.0
CE0056244,S006059,I04721,csao_reject,I04717|I04723,448,2,0,dessert,70.0
CE0056245,S006059,I04720,csao_reject,I04717|I04723,448,2,0,dessert,84.0
CE0056246,S006059,I04719,csao_reject,I04717|I04723,448,2,0,side,42.0
CE0056247,S006059,I04722,csao_accept,I04717|I04723,448,2,1,beverage,49.0
CE0056248,S006059,I04722,add,I04717|I04723|I04722,497,3,-1,,
CE0056249,S006060,I01741,add,I01741,350,1,-1,,
CE0056250,S006060,I01742,add,I01741|I01742,450,2,-1,,
CE0056251,S006060,I01748,csao_accept,I01741|I01742,450,2,1,dessert,62.0
CE0056252,S006060,I01748,add,I01741|I01742|I01748,512,3,-1,,
CE0056253,S006060,I01744,csao_reject,I01741|I01742|I01748,512,3,0,side,50.0
CE0056254,S006060,I01746,csao_accept,I01741|I01742|I01748,512,3,1,side,37.0
CE0056255,S006060,I01746,add,I01741|I01742|I01748|I01746,549,4,-1,,
CE0056256,S006060,I01747,csao_accept,I01741|I01742|I01748|I01746,549,4,1,dessert,75.0
CE0056257,S006060,I01747,add,I01741|I01742|I01748|I01746|I01747,624,5,-1,,
CE0056258,S006061,I07325,add,I07325,400,1,-1,,
CE0056259,S006061,I07323,add,I07325|I07323,700,2,-1,,
CE0056260,S006061,I07328,csao_reject,I07325|I07323,700,2,0,side,125.0
CE0056261,S006061,I07331,csao_reject,I07325|I07323,700,2,0,beverage,87.0
CE0056262,S006061,I07326,csao_accept,I07325|I07323,700,2,1,side,175.0
CE0056263,S006061,I07326,add,I07325|I07323|I07326,875,3,-1,,
CE0056264,S006061,I07329,csao_accept,I07325|I07323|I07326,875,3,1,dessert,200.0
CE0056265,S006061,I07329,add,I07325|I07323|I07326|I07329,1075,4,-1,,
CE0056266,S006061,I07332,csao_reject,I07325|I07323|I07326|I07329,1075,4,0,beverage,100.0
CE0056267,S006061,I07327,csao_reject,I07325|I07323|I07326|I07329,1075,4,0,side,112.0
CE0056268,S006061,I07330,csao_reject,I07325|I07323|I07326|I07329,1075,4,0,dessert,225.0
CE0056269,S006062,I02099,add,I02099,225,1,-1,,
CE0056270,S006062,I02100,add,I02099|I02100,387,2,-1,,
CE0056271,S006062,I02105,csao_accept,I02099|I02100,387,2,1,dessert,125.0
CE0056272,S006062,I02105,add,I02099|I02100|I02105,512,3,-1,,
CE0056273,S006062,I02104,csao_reject,I02099|I02100|I02105,512,3,0,dessert,75.0
CE0056274,S006062,I02103,csao_accept,I02099|I02100|I02105,512,3,1,side,112.0
CE0056275,S006062,I02103,add,I02099|I02100|I02105|I02103,624,4,-1,,
CE0056276,S006062,I02102,csao_accept,I02099|I02100|I02105|I02103,624,4,1,side,100.0
CE0056277,S006062,I02102,add,I02099|I02100|I02105|I02103|I02102,724,5,-1,,
CE0056278,S006062,I02107,csao_reject,I02099|I02100|I02105|I02103|I02102,724,5,0,beverage,62.0
CE0056279,S006062,I02106,csao_reject,I02099|I02100|I02105|I02103|I02102,724,5,0,beverage,150.0
CE0056280,S006063,I01990,add,I01990,385,1,-1,,
CE0056281,S006063,I01994,csao_accept,I01990,385,1,1,dessert,176.0
CE0056282,S006063,I01994,add,I01990|I01994,561,2,-1,,
CE0056283,S006063,I01997,csao_reject,I01990|I01994,561,2,0,beverage,77.0
CE0056284,S006063,I01996,csao_accept,I01990|I01994,561,2,1,beverage,88.0
CE0056285,S006063,I01996,add,I01990|I01994|I01996,649,3,-1,,
CE0056286,S006063,I01992,csao_accept,I01990|I01994|I01996,649,3,1,side,110.0
CE0056287,S006063,I01992,add,I01990|I01994|I01996|I01992,759,4,-1,,
CE0056288,S006063,I01991,csao_accept,I01990|I01994|I01996|I01992,759,4,1,side,99.0
CE0056289,S006063,I01991,add,I01990|I01994|I01996|I01992|I01991,858,5,-1,,
CE0056290,S006064,I01914,add,I01914,187,1,-1,,
CE0056291,S006064,I01912,add,I01914|I01912,349,2,-1,,
CE0056292,S006064,I01915,csao_accept,I01914|I01912,349,2,1,side,37.0
CE0056293,S006064,I01915,add,I01914|I01912|I01915,386,3,-1,,
CE0056294,S006064,I01920,csao_accept,I01914|I01912|I01915,386,3,1,beverage,62.0
CE0056295,S006064,I01920,add,I01914|I01912|I01915|I01920,448,4,-1,,
CE0056296,S006064,I01919,csao_reject,I01914|I01912|I01915|I01920,448,4,0,beverage,25.0
CE0056297,S006064,I01918,csao_accept,I01914|I01912|I01915|I01920,448,4,1,dessert,75.0
CE0056298,S006064,I01918,add,I01914|I01912|I01915|I01920|I01918,523,5,-1,,
CE0056299,S006064,I01917,csao_reject,I01914|I01912|I01915|I01920|I01918,523,5,0,dessert,62.0
CE0056300,S006064,I01916,csao_reject,I01914|I01912|I01915|I01920|I01918,523,5,0,side,31.0
CE0056301,S006065,I01795,add,I01795,143,1,-1,,
CE0056302,S006065,I01792,add,I01795|I01792,275,2,-1,,
CE0056303,S006065,I01799,csao_accept,I01795|I01792,275,2,1,dessert,66.0
CE0056304,S006065,I01799,add,I01795|I01792|I01799,341,3,-1,,
CE0056305,S006065,I01798,csao_accept,I01795|I01792|I01799,341,3,1,dessert,110.0
CE0056306,S006065,I01798,add,I01795|I01792|I01799|I01798,451,4,-1,,
CE0056307,S006065,I01797,csao_reject,I01795|I01792|I01799|I01798,451,4,0,side,88.0
CE0056308,S006065,I01800,csao_accept,I01795|I01792|I01799|I01798,451,4,1,beverage,132.0
CE0056309,S006065,I01800,add,I01795|I01792|I01799|I01798|I01800,583,5,-1,,
CE0056310,S006066,I06096,add,I06096,154,1,-1,,
CE0056311,S006066,I06099,csao_reject,I06096,154,1,0,dessert,84.0
CE0056312,S006066,I06102,csao_reject,I06096,154,1,0,beverage,28.0
CE0056313,S006066,I06100,csao_reject,I06096,154,1,0,dessert,70.0
CE0056314,S006066,I06097,csao_reject,I06096,154,1,0,side,35.0
CE0056315,S006066,I06098,csao_accept,I06096,154,1,1,side,42.0
CE0056316,S006066,I06098,add,I06096|I06098,196,2,-1,,
CE0056317,S006067,I05373,add,I05373,176,1,-1,,
CE0056318,S006067,I05378,csao_accept,I05373,176,1,1,dessert,198.0
CE0056319,S006067,I05378,add,I05373|I05378,374,2,-1,,
CE0056320,S006067,I05380,csao_reject,I05373|I05378,374,2,0,beverage,110.0
CE0056321,S006067,I05375,csao_accept,I05373|I05378,374,2,1,side,44.0
CE0056322,S006067,I05375,add,I05373|I05378|I05375,418,3,-1,,
CE0056323,S006067,I05376,csao_accept,I05373|I05378|I05375,418,3,1,side,33.0
CE0056324,S006067,I05376,add,I05373|I05378|I05375|I05376,451,4,-1,,
CE0056325,S006067,I05379,csao_reject,I05373|I05378|I05375|I05376,451,4,0,beverage,143.0
CE0056326,S006067,I05377,csao_accept,I05373|I05378|I05375|I05376,451,4,1,dessert,132.0
CE0056327,S006067,I05377,add,I05373|I05378|I05375|I05376|I05377,583,5,-1,,
CE0056328,S006068,I06143,add,I06143,251,1,-1,,
CE0056329,S006068,I06149,csao_accept,I06143,251,1,1,beverage,70.0
CE0056330,S006068,I06149,add,I06143|I06149,321,2,-1,,
CE0056331,S006068,I06147,csao_accept,I06143|I06149,321,2,1,dessert,140.0
CE0056332,S006068,I06147,add,I06143|I06149|I06147,461,3,-1,,
CE0056333,S006068,I06146,csao_accept,I06143|I06149|I06147,461,3,1,side,168.0
CE0056334,S006068,I06146,add,I06143|I06149|I06147|I06146,629,4,-1,,
CE0056335,S006068,I06150,csao_accept,I06143|I06149|I06147|I06146,629,4,1,beverage,56.0
CE0056336,S006068,I06150,add,I06143|I06149|I06147|I06146|I06150,685,5,-1,,
CE0056337,S006068,I06145,csao_accept,I06143|I06149|I06147|I06146|I06150,685,5,1,side,154.0
CE0056338,S006068,I06145,add,I06143|I06149|I06147|I06146|I06150|I06145,839,6,-1,,
CE0056339,S006068,I06148,csao_reject,I06143|I06149|I06147|I06146|I06150|I06145,839,6,0,dessert,112.0
CE0056340,S006069,I01067,add,I01067,87,1,-1,,
CE0056341,S006069,I01069,add,I01067|I01069,237,2,-1,,
CE0056342,S006069,I01073,csao_reject,I01067|I01069,237,2,0,dessert,62.0
CE0056343,S006069,I01076,csao_reject,I01067|I01069,237,2,0,beverage,43.0
CE0056344,S006069,I01074,csao_reject,I01067|I01069,237,2,0,dessert,75.0
CE0056345,S006069,I01072,csao_accept,I01067|I01069,237,2,1,side,50.0
CE0056346,S006069,I01072,add,I01067|I01069|I01072,287,3,-1,,
CE0056347,S006069,I01071,csao_reject,I01067|I01069|I01072,287,3,0,side,37.0
CE0056348,S006069,I01075,csao_reject,I01067|I01069|I01072,287,3,0,beverage,50.0
CE0056349,S006069,I01070,csao_reject,I01067|I01069|I01072,287,3,0,side,37.0
CE0056350,S006070,I03464,add,I03464,220,1,-1,,
CE0056351,S006070,I03468,csao_reject,I03464,220,1,0,dessert,99.0
CE0056352,S006070,I03467,csao_accept,I03464,220,1,1,side,88.0
CE0056353,S006070,I03467,add,I03464|I03467,308,2,-1,,
CE0056354,S006070,I03470,csao_reject,I03464|I03467,308,2,0,beverage,77.0
CE0056355,S006070,I03465,csao_reject,I03464|I03467,308,2,0,side,44.0
CE0056356,S006071,I06780,add,I06780,150,1,-1,,
CE0056357,S006071,I06781,add,I06780|I06781,237,2,-1,,
CE0056358,S006071,I06784,csao_accept,I06780|I06781,237,2,1,side,37.0
CE0056359,S006071,I06784,add,I06780|I06781|I06784,274,3,-1,,
CE0056360,S006071,I06787,csao_reject,I06780|I06781|I06784,274,3,0,dessert,75.0
CE0056361,S006071,I06789,csao_accept,I06780|I06781|I06784,274,3,1,beverage,43.0
CE0056362,S006071,I06789,add,I06780|I06781|I06784|I06789,317,4,-1,,
CE0056363,S006071,I06788,csao_accept,I06780|I06781|I06784|I06789,317,4,1,beverage,50.0
CE0056364,S006071,I06788,add,I06780|I06781|I06784|I06789|I06788,367,5,-1,,
CE0056365,S006072,I01459,add,I01459,418,1,-1,,
CE0056366,S006072,I01460,add,I01459|I01460,726,2,-1,,
CE0056367,S006072,I01464,csao_reject,I01459|I01460,726,2,0,side,132.0
CE0056368,S006072,I01465,csao_reject,I01459|I01460,726,2,0,dessert,66.0
CE0056369,S006072,I01466,csao_accept,I01459|I01460,726,2,1,dessert,88.0
CE0056370,S006072,I01466,add,I01459|I01460|I01466,814,3,-1,,
CE0056371,S006072,I01467,csao_accept,I01459|I01460|I01466,814,3,1,beverage,44.0
CE0056372,S006072,I01467,add,I01459|I01460|I01466|I01467,858,4,-1,,
CE0056373,S006072,I01463,csao_reject,I01459|I01460|I01466|I01467,858,4,0,side,66.0
CE0056374,S006073,I05325,add,I05325,33,1,-1,,
CE0056375,S006073,I05328,add,I05325|I05328,176,2,-1,,
CE0056376,S006073,I05331,csao_reject,I05325|I05328,176,2,0,dessert,55.0
CE0056377,S006073,I05334,csao_reject,I05325|I05328,176,2,0,beverage,33.0
CE0056378,S006073,I05330,csao_reject,I05325|I05328,176,2,0,side,16.0
CE0056379,S006073,I05329,csao_accept,I05325|I05328,176,2,1,side,22.0
CE0056380,S006073,I05329,add,I05325|I05328|I05329,198,3,-1,,
CE0056381,S006073,I05333,csao_reject,I05325|I05328|I05329,198,3,0,beverage,66.0
CE0056382,S006073,I05332,csao_accept,I05325|I05328|I05329,198,3,1,dessert,88.0
CE0056383,S006073,I05332,add,I05325|I05328|I05329|I05332,286,4,-1,,
CE0056384,S006074,I05315,add,I05315,242,1,-1,,
CE0056385,S006074,I05321,csao_reject,I05315,242,1,0,dessert,88.0
CE0056386,S006074,I05320,csao_accept,I05315,242,1,1,side,55.0
CE0056387,S006074,I05320,add,I05315|I05320,297,2,-1,,
CE0056388,S006074,I05323,csao_reject,I05315|I05320,297,2,0,beverage,77.0
CE0056389,S006074,I05319,csao_reject,I05315|I05320,297,2,0,side,66.0
CE0056390,S006075,I00753,add,I00753,33,1,-1,,
CE0056391,S006075,I00752,add,I00753|I00752,99,2,-1,,
CE0056392,S006075,I00761,csao_reject,I00753|I00752,99,2,0,beverage,33.0
CE0056393,S006075,I00759,csao_accept,I00753|I00752,99,2,1,dessert,55.0
CE0056394,S006075,I00759,add,I00753|I00752|I00759,154,3,-1,,
CE0056395,S006075,I00760,csao_accept,I00753|I00752|I00759,154,3,1,beverage,66.0
CE0056396,S006075,I00760,add,I00753|I00752|I00759|I00760,220,4,-1,,
CE0056397,S006075,I00757,csao_reject,I00753|I00752|I00759|I00760,220,4,0,side,22.0
CE0056398,S006075,I00756,csao_accept,I00753|I00752|I00759|I00760,220,4,1,side,16.0
CE0056399,S006075,I00756,add,I00753|I00752|I00759|I00760|I00756,236,5,-1,,
CE0056400,S006076,I00578,add,I00578,143,1,-1,,
CE0056401,S006076,I00580,add,I00578|I00580,275,2,-1,,
CE0056402,S006076,I00587,csao_accept,I00578|I00580,275,2,1,beverage,132.0
CE0056403,S006076,I00587,add,I00578|I00580|I00587,407,3,-1,,
CE0056404,S006076,I00584,csao_reject,I00578|I00580|I00587,407,3,0,dessert,110.0
CE0056405,S006076,I00582,csao_accept,I00578|I00580|I00587,407,3,1,side,88.0
CE0056406,S006076,I00582,add,I00578|I00580|I00587|I00582,495,4,-1,,
CE0056407,S006076,I00585,csao_accept,I00578|I00580|I00587|I00582,495,4,1,dessert,66.0
CE0056408,S006076,I00585,add,I00578|I00580|I00587|I00582|I00585,561,5,-1,,
CE0056409,S006076,I00583,csao_reject,I00578|I00580|I00587|I00582|I00585,561,5,0,side,99.0
CE0056410,S006076,I00586,csao_accept,I00578|I00580|I00587|I00582|I00585,561,5,1,beverage,55.0
CE0056411,S006076,I00586,add,I00578|I00580|I00587|I00582|I00585|I00586,616,6,-1,,
CE0056412,S006077,I00450,add,I00450,308,1,-1,,
CE0056413,S006077,I00453,add,I00450|I00453,693,2,-1,,
CE0056414,S006077,I00455,csao_reject,I00450|I00453,693,2,0,side,88.0
CE0056415,S006077,I00456,csao_accept,I00450|I00453,693,2,1,side,66.0
CE0056416,S006077,I00456,add,I00450|I00453|I00456,759,3,-1,,
CE0056417,S006077,I00460,csao_accept,I00450|I00453|I00456,759,3,1,beverage,55.0
CE0056418,S006077,I00460,add,I00450|I00453|I00456|I00460,814,4,-1,,
CE0056419,S006077,I00459,csao_reject,I00450|I00453|I00456|I00460,814,4,0,beverage,77.0
